APN,STRNBR,STRDIRECT,STRNAME,STRAPART,STRFRACT,BLDSQFTTAXABLE
052 152601700,1810,,SIXTY-THIRD ST,,,1518
052 152601900,1816,,SIXTY-THIRD ST,,,2356
052 152602000,1822,,SIXTY-THIRD ST,,,2585
052 152602100,1832,,SIXTY-THIRD ST,,,2006
052 152602200,1834,,SIXTY-THIRD ST,,,1224
052 152602300,1836,,SIXTY-THIRD ST,,,2279
052 152602400,1838,,SIXTY-THIRD ST,,,3136
052 152602500,1814,,SIXTY-THIRD ST,A,,816
052 152602600,1814,,SIXTY-THIRD ST,D,,816
052 152602700,1814,,SIXTY-THIRD ST,B,,816
052 152602800,1814,,SIXTY-THIRD ST,C,,816
052 152602900,1814,,SIXTY-THIRD ST,COM,,0
052 152700103,1898,,ALCATRAZ AVE,,,4120
052 152700104,1896,,ALCATRAZ AVE,,,4070
052 152700200,1839,,SIXTY-THIRD ST,,,2570
052 152700300,1835,,SIXTY-THIRD ST,,,1950
052 152700400,1833,,SIXTY-THIRD ST,,,2144
052 152700600,1823,,SIXTY-THIRD ST,,,2426
052 152700700,1819,,SIXTY-THIRD ST,,,1320
052 152700800,1817,,SIXTY-THIRD ST,,,2011
052 152700900,1815,,SIXTY-THIRD ST,,,1026
052 152701002,1813,,SIXTY-THIRD ST,,,4082
052 152701003,1818,,ALCATRAZ AVE,,,4768
052 152701100,1811,,SIXTY-THIRD ST,,,4813
052 152701403,0,,M L KING JR WAY,,,0
052 152701500,1806,,ALCATRAZ AVE,,,1349
052 152701700,1826,,ALCATRAZ AVE,,,7548
052 152701800,1830,,ALCATRAZ AVE,,,4316
052 152701900,1840,,ALCATRAZ AVE,,,8204
052 152702000,1850,,ALCATRAZ AVE,,,3200
052 152702100,1854,,ALCATRAZ AVE,,,2960
052 152702200,1860,,ALCATRAZ AVE,,,4375
052 152702300,1866,,ALCATRAZ AVE,,,3455
052 152702400,1829,,SIXTY-THIRD ST,,,1387
052 152702401,1890,,ALCATRAZ AVE,,,4425
052 152702500,1829,,SIXTY-THIRD ST,B,,1387
052 152702600,1829,,SIXTY-THIRD ST,COM,,0
052 152800100,1924,,HARMON ST,,,3857
052 152800200,1937,,ALCATRAZ AVE,,,2773
052 152800300,1925,,ALCATRAZ AVE,,,2027
052 152800400,1917,,ALCATRAZ AVE,,,2230
052 152800500,1909,,ALCATRAZ AVE,,,2657
052 152800600,1901,,ALCATRAZ AVE,,,1370
052 152800700,1893,,ALCATRAZ AVE,,,1836
052 152800800,1885,,ALCATRAZ AVE,,,4383
052 152800900,1881,,ALCATRAZ AVE,,,1408
052 152801000,1871,,ALCATRAZ AVE,,,2840
052 152801100,1865,,ALCATRAZ AVE,,,2609
052 152801200,1859,,ALCATRAZ AVE,,,1937
052 152801300,1837,,ALCATRAZ AVE,,,23526
052 152801404,3271,,ADELINE ST,,,26186
052 152801504,0,,ALCATRAZ AVE,,,0
052 152801701,0,,ADELINE ST,,,0
052 152801702,3253,,ADELINE ST,,,21093
052 152801800,1882,,HARMON ST,,,0
052 152801900,1884,,HARMON ST,,,2464
052 152802000,1886,,HARMON ST,,,2728
052 152802100,1890,,HARMON ST,,,2017
052 152802200,1894,,HARMON ST,,,1250
052 152802300,1898,,HARMON ST,,,2589
052 152802400,1900,,HARMON ST,,,2521
052 152802500,1902,,HARMON ST,,,2055
052 152802601,1906,,HARMON ST,,,2614
052 152802602,1908,,HARMON ST,,,1611
052 152802700,1910,,HARMON ST,,,1531
052 152802800,1914,,HARMON ST,,,2557
052 152802900,1918,,HARMON ST,,,3592
052 152803000,1920,,HARMON ST,,,3507
052 152900100,1934,,FAIRVIEW ST,,,2690
052 152900200,6535,,DOVER ST,,,1540
052 152900300,6531,,DOVER ST,,,1674
052 152900400,6525,,DOVER ST,,,2632
052 152900500,6521,,DOVER ST,,,1456
052 152900600,1925,,HARMON ST,,,2773
052 152900700,1921,,HARMON ST,,,3162
052 152900800,1917,,HARMON ST,,,1343
052 152900904,1915,,HARMON ST,,,2382
052 152900906,1911,,HARMON ST,,,2382
052 152901002,1909,,HARMON ST,,,0
052 152901100,1907,,HARMON ST,,,0
052 152901200,1905,,HARMON ST,,,3445
052 152901300,1901,,HARMON ST,,,2080
052 152901600,1885,,HARMON ST,,,2804
052 152901700,1883,,HARMON ST,,,1807
052 152901800,3225,,ADELINE ST,,,6522
052 152901900,3217,,ADELINE ST,,,5568
052 152902000,3215,,ADELINE ST,,,4177
052 152902100,3209,,ADELINE ST,,,0
052 152902200,3205,,ADELINE ST,,,0
052 152902300,3201,,ADELINE ST,,,8000
052 152902400,1908,,FAIRVIEW ST,,,2586
052 152902500,1912,,FAIRVIEW ST,,,2022
052 152902601,0,,FAIRVIEW ST,,,0
052 152902700,1922,,FAIRVIEW ST,,,2482
052 152902900,1924,,FAIRVIEW ST,,,2777
052 152903000,1926,,FAIRVIEW ST,,,1632
052 152903100,1930,,FAIRVIEW ST,,,1453
052 152903200,1932,,FAIRVIEW ST,,,1292
052 152903300,1899,,HARMON ST,,,2489
052 152903400,1889,,HARMON ST,,,4446
052 153000100,3200,,ADELINE ST,,,11014
052 153000200,3212,,ADELINE ST,,,3285
052 153000300,3220,,ADELINE ST,,,4042
052 153000500,3228,,ADELINE ST,,,8665
052 153000600,3236,,ADELINE ST,,,3648
052 153000700,3240,,ADELINE ST,,,5990
052 153000800,1835,,HARMON ST,,,7121
052 153000900,1829,,HARMON ST,,,1131
052 153001000,1825,,HARMON ST,,,2196
052 153001100,1823,,HARMON ST,,,1160
052 153001200,3223,,ELLIS ST,,,2382
052 153001300,3221,,ELLIS ST,,,3149
052 153001400,3219,,ELLIS ST,,,2364
052 153001500,3207,,ELLIS ST,,,1761
052 153001600,1802,,FAIRVIEW ST,,,8023
052 153001700,1810,,FAIRVIEW ST,,,2387
052 153001800,1812,,FAIRVIEW ST,,,3607
052 153001900,1816,,FAIRVIEW ST,,,7309
052 153002000,1820,,FAIRVIEW ST,,,1745
052 153002102,3222,,ADELINE ST,,,20577
052 153002200,1826,,FAIRVIEW ST,,,1820
052 153100100,3250,,ADELINE ST,,,10404
052 153100200,3258,,ADELINE ST,,,4076
052 153100300,3264,,ADELINE ST,,,3581
052 153100402,3278,,ADELINE ST,,,2467
052 153100500,3280,,ADELINE ST,,,7740
052 153100600,3286,,ADELINE ST,,,11995
052 153100700,1763,,ALCATRAZ AVE,,,1410
052 153100800,1759,,ALCATRAZ AVE,,,1080
052 153100900,1743,,ALCATRAZ AVE,,,5138
052 153101000,0,,ELLIS ST,,,0
052 153101101,3237,,ELLIS ST,,,0
052 153101202,3233,,ELLIS ST,,,3297
052 153101301,3231,,ELLIS ST,,,1524
052 153101400,3225,,ELLIS ST,,,2338
052 153101500,1804,,HARMON ST,,,0
052 153101600,1808,,HARMON ST,,,3975
052 153101800,1818,,HARMON ST,1,,2547
052 153101900,1818,,HARMON ST,2,,2547
052 153102000,1818,,HARMON ST,3,,2547
052 153102100,1818,,HARMON ST,COM,,0
052 153200101,3300,,ADELINE ST,,,8303
052 153200102,1744,,ALCATRAZ AVE,,,2964
052 153200103,1750,,ALCATRAZ AVE,,,1824
052 153200201,3330,,ADELINE ST,,,6455
052 153200403,3332,,ADELINE ST,,,8305
052 153200500,3334,,ADELINE ST,,,1795
052 153200600,0,,ADELINE ST,,,0
052 153200700,1719,,SIXTY-THIRD ST,,,6168
052 153200800,1715,,SIXTY-THIRD ST,,,4153
052 153200900,1707,,SIXTY-THIRD ST,,,4293
052 153201000,1705,,SIXTY-THIRD ST,,,2102
052 153201100,3317,,KING ST,,,1057
052 153201200,3311,,KING ST,,,1028
052 153201300,3309,,KING ST,,,1916
052 153201501,3301,,KING ST,,,14837
052 153201600,1728,,ALCATRAZ AVE,,,2888
052 153201700,1734,,ALCATRAZ AVE,,,6903
052 153201800,1742,,ALCATRAZ AVE,,,3192
052 153300103,1708,,HARMON ST,,,23214
052 153300200,1710,,HARMON ST,,,1264
052 153300300,3226,,ELLIS ST,,,1774
052 153300400,3230,,ELLIS ST,,,1645
052 153300500,3244,,ELLIS ST,,,5926
052 153300600,1717,,ALCATRAZ AVE,,,6125
052 153400100,1702,,FAIRVIEW ST,,,1827
052 153400200,1706,,FAIRVIEW ST,,,2067
052 153400300,1710,,FAIRVIEW ST,,,2972
052 153400400,1714,,FAIRVIEW ST,,,3872
052 153400500,3202,,ELLIS ST,,,1704
052 153400600,3204,,ELLIS ST,,,1936
052 153400700,3206,,ELLIS ST,,,2097
052 153400800,3208,,ELLIS ST,,,2347
052 153400900,3216,,ELLIS ST,,,993
052 153401000,3218,,ELLIS ST,,,4676
052 153401100,1701,,HARMON ST,,,6098
052 153401200,3219,,KING ST,,,1145
052 153401300,3215,,KING ST,,,2751
052 153401400,3211,,KING ST,,,2359
052 153401500,3207,,KING ST,,,1168
052 153500100,3200,,KING ST,,,1998
052 153500200,3206,,KING ST,,,1266
052 153500300,3208,,KING ST,,,1379
052 153500400,3210,,KING ST,,,1809
052 153500500,1645,,HARMON ST,,,3014
052 153500600,1641,,HARMON ST,,,3174
052 153500700,1637,,HARMON ST,,,1760
052 153500800,1633,,HARMON ST,,,3399
052 153501000,1625,,HARMON ST,,,2857
052 153501100,1623,,HARMON ST,,,3231
052 153501300,1615,,HARMON ST,,,3006
052 153501400,1611,,HARMON ST,,,3788
052 153501500,1605,,HARMON ST,,,2035
052 153501600,1601,,HARMON ST,,,1976
052 153501700,3215,,CALIFORNIA ST,,,2011
052 153501800,3211,,CALIFORNIA ST,,,2120
052 153501900,3205,,CALIFORNIA ST,,,3890
052 153502000,1600,,FAIRVIEW ST,,,3447
052 153502100,1608,,FAIRVIEW ST,,,1081
052 153502200,1610,,FAIRVIEW ST,,,2752
052 153502300,1616,,FAIRVIEW ST,,,3069
052 153502400,1618,,FAIRVIEW ST,,,3471
052 153502500,1622,,FAIRVIEW ST,,,2395
052 153502600,1628,,FAIRVIEW ST,,,4771
052 153502700,1630,,FAIRVIEW ST,,,2189
052 153502800,1634,,FAIRVIEW ST,,,2286
052 153502900,1636,,FAIRVIEW ST,,,1509
052 153503000,1638,,FAIRVIEW ST,,,2201
052 153503100,1640,,FAIRVIEW ST,,,2409
052 153503300,1627,,HARMON ST,,,1222
052 153503400,1629,,HARMON ST,,2021-01-02T00:00:00.000,1510
052 153503500,1629,,HARMON ST,,,1511
052 153503600,1629,,HARMON ST,COM,,0
052 153503800,1619,,HARMON ST,,,1810
052 153503900,1621,,HARMON ST,,,1906
052 153504000,1619,,HARMON ST,COM,,0
052 153600101,3200,,CALIFORNIA ST,,,10046
052 153600200,3212,,CALIFORNIA ST,,,996
052 153600300,3214,,CALIFORNIA ST,,,1869
052 153600400,3216,,CALIFORNIA ST,,,2028
052 153600500,1537,,HARMON ST,,,5074
052 153600600,1533,,HARMON ST,,,5210
052 153600800,1525,,HARMON ST,,,6800
052 153600900,1523,,HARMON ST,,,2419
052 153601100,1515,,HARMON ST,,,6067
052 153601200,1511,,HARMON ST,,,3273
052 153601400,3211,,SACRAMENTO ST,,,1627
052 153601500,3207,,SACRAMENTO ST,,,1034
052 153601600,1500,,FAIRVIEW ST,,,2355
052 153601700,1508,,FAIRVIEW ST,,,1351
052 153601800,1514,,FAIRVIEW ST,,,2328
052 153601900,1518,,FAIRVIEW ST,,,2454
052 153602100,1526,,FAIRVIEW ST,,,3133
052 153602200,1530,,FAIRVIEW ST,,,2256
052 153602300,1534,,FAIRVIEW ST,,,2706
052 153602400,3219,,SACRAMENTO ST,,,1753
052 153602500,3217,,SACRAMENTO ST,,,776
052 153602700,1520,,FAIRVIEW ST,A,,716
052 153602800,1520,,FAIRVIEW ST,B,,1486
052 153602900,1522,,FAIRVIEW ST,A,,1057
052 153603000,1522,,FAIRVIEW ST,B,,1039
052 153603100,1522,,FAIRVIEW ST,COM,,0
052 153603300,1517,,HARMON ST,,,1766
052 153603400,1519,,HARMON ST,,,988
052 153603500,1521,,HARMON ST,,,988
052 153603600,1521,,HARMON ST,COM,,0
052 153603800,1529,,HARMON ST,,,1556
052 153603900,1531,,HARMON ST,,,1940
052 153604000,1529,,HARMON ST,COM,,0
052 153700100,3200,,SACRAMENTO ST,,,3644
052 153700400,1429,,HARMON ST,,,1321
052 153700500,1425,,HARMON ST,,,2015
052 153700600,1421,,HARMON ST,,,2526
052 153700700,1419,,HARMON ST,,,1923
052 153700800,1417,,HARMON ST,,,2040
052 153700900,1415,,HARMON ST,,,2162
052 153701000,1413,,HARMON ST,,,1130
052 153701100,1409,,HARMON ST,,,2205
052 153701200,1405,,HARMON ST,,,1373
052 153701300,1401,,HARMON ST,,,1670
052 153701400,1400,,FAIRVIEW ST,,,1655
052 153701500,1402,,FAIRVIEW ST,,,2225
052 153701600,1406,,FAIRVIEW ST,,,2618
052 153701700,1408,,FAIRVIEW ST,,,1294
052 153701800,1410,,FAIRVIEW ST,,,2380
052 153701900,1414,,FAIRVIEW ST,,,2975
052 153702000,1418,,FAIRVIEW ST,,,1012
052 153702100,1422,,FAIRVIEW ST,,,1012
052 153702201,1440,,FAIRVIEW ST,,,3320
052 153702400,1446,,FAIRVIEW ST,,,2128
052 153702500,0,,SACRAMENTO ST,,,0
052 153702600,3220,,SACRAMENTO ST,,,2150
052 153702700,3210,,SACRAMENTO ST,,,1090
052 153800101,1320,,SIXTY-SIXTH ST,,,3245
052 153800300,1322,,SIXTY-SIXTH ST,,,1345
052 153800400,1326,,SIXTY-SIXTH ST,,,984
052 153800500,1336,,SIXTY-SIXTH ST,,,836
052 153800600,3206,,BOISE ST,,,1833
052 153800701,3208,,BOISE ST,,,1240
052 153800702,3210,,BOISE ST,,,1740
052 153800703,3214,,BOISE ST,,,1240
052 153800801,3218,,BOISE ST,,,3256
052 153800802,3220,,BOISE ST,,,1912
052 153800900,3224,,BOISE ST,,,1176
052 153801000,3228,,BOISE ST,,,2819
052 153801100,1309,,HARMON ST,,,1757
052 153801200,1307,,HARMON ST,,,1713
052 153801300,1305,,HARMON ST,,,1140
052 153801400,3231,,IDAHO ST,,,900
052 153801500,3227,,IDAHO ST,,,1569
052 153801601,3225,,IDAHO ST,,,2076
052 153801800,3219,,IDAHO ST,,,3371
052 153801900,3215,,IDAHO ST,,,2112
052 153802000,3211,,IDAHO ST,,,1479
052 153802100,3201,,BOISE ST,,,1387
052 153802200,1344,,SIXTY-SIXTH ST,,,1154
052 153802300,1346,,SIXTY-SIXTH ST,,,1060
052 153802400,1348,,SIXTY-SIXTH ST,,,1054
052 153802500,1350,,SIXTY-SIXTH ST,,,2260
052 153802600,3210,,BAKER ST,,,2704
052 153802700,3212,,BAKER ST,,,1204
052 153802800,3216,,BAKER ST,,,2508
052 153802900,3218,,BAKER ST,,,1362
052 153803000,3222,,BAKER ST,,,1834
052 153803100,3230,,BAKER ST,,,1210
052 153803200,3232,,BAKER ST,,,1123
052 153803300,3234,,BAKER ST,,,1321
052 153803400,0,,BAKER ST,,,0
052 153803500,1399,,HARMON ST,,,4427
052 153803601,1321,,HARMON ST,,,1145
052 153803800,3229,,BOISE ST,,,1672
052 153803900,3227,,BOISE ST,,,1681
052 153804000,3225,,BOISE ST,,,713
052 153804100,3223,,BOISE ST,,,760
052 153804200,3219,,BOISE ST,,,1238
052 153804301,3217,,BOISE ST,,,1721
052 153804500,3211,,BOISE ST,,,1245
052 153900101,3140,,SACRAMENTO ST,,,2410
052 153900202,3144,,SACRAMENTO ST,,,1898
052 153900300,1445,,FAIRVIEW ST,,,1740
052 153900500,1427,,FAIRVIEW ST,,,1422
052 153900600,1423,,FAIRVIEW ST,,,1422
052 153900700,1419,,FAIRVIEW ST,,,1313
052 153900800,1417,,FAIRVIEW ST,,,1299
052 153900900,1413,,FAIRVIEW ST,,,2849
052 153901000,1411,,FAIRVIEW ST,,,2312
052 153901100,1405,,FAIRVIEW ST,,,3082
052 153901200,1403,,FAIRVIEW ST,,,1414
052 153901300,1401,,FAIRVIEW ST,,,1070
052 153901400,1400,,SIXTY-SIXTH ST,,,1760
052 153901500,1404,,SIXTY-SIXTH ST,,,1886
052 153901600,1406,,SIXTY-SIXTH ST,,,2009
052 153901700,1410,,SIXTY-SIXTH ST,,,2292
052 153901800,1412,,SIXTY-SIXTH ST,,,1967
052 153901900,1414,,SIXTY-SIXTH ST,,,1658
052 153902000,1420,,SIXTY-SIXTH ST,,,1130
052 153902100,1422,,SIXTY-SIXTH ST,,,998
052 153902200,1430,,SIXTY-SIXTH ST,,,2050
052 153902300,1434,,SIXTY-SIXTH ST,,,2697
052 153902400,1438,,SIXTY-SIXTH ST,,,480
052 153902500,1444,,SIXTY-SIXTH ST,,,1160
052 153902700,1441,,FAIRVIEW ST,,,1547
052 153902800,1443,,FAIRVIEW ST,,,1767
052 153902900,1441,,FAIRVIEW ST,COM,,0
052 154000100,3120,,SACRAMENTO ST,,,3708
052 154000200,3130,,SACRAMENTO ST,,,2016
052 154000501,3136,,SACRAMENTO ST,,,1057
052 154000600,1453,,SIXTY-SIXTH ST,,,1573
052 154000700,1449,,SIXTY-SIXTH ST,,,2628
052 154000800,1431,,SIXTY-SIXTH ST,,,1586
052 154000900,1425,,SIXTY-SIXTH ST,,,1824
052 154001000,1421,,SIXTY-SIXTH ST,,,1556
052 154001100,1419,,SIXTY-SIXTH ST,,,1446
052 154001301,1415,,SIXTY-SIXTH ST,,,1853
052 154001400,1413,,SIXTY-SIXTH ST,,,1200
052 154001500,1411,,SIXTY-SIXTH ST,,,3052
052 154001600,1409,,SIXTY-SIXTH ST,,,1192
052 154001700,1405,,SIXTY-SIXTH ST,,,1008
052 154001901,1401,,SIXTY-SIXTH ST,,,1008
052 154002001,1400,,SIXTY-SEVENTH ST,,,2387
052 154002201,1404,,SIXTY-SEVENTH ST,,,2898
052 154002400,1408,,SIXTY-SEVENTH ST,,,2128
052 154002501,1412,,SIXTY-SEVENTH ST,,,4040
052 154002701,1416,,SIXTY-SEVENTH ST,,,2510
052 154002901,1418,,SIXTY-SEVENTH ST,,,2438
052 154003101,1424,,SIXTY-SEVENTH ST,,,1008
052 154003300,1428,,SIXTY-SEVENTH ST,,,1815
052 154003400,1430,,SIXTY-SEVENTH ST,,,1035
052 154003500,1432,,SIXTY-SEVENTH ST,,,1458
052 154003600,1436,,SIXTY-SEVENTH ST,,,2268
052 154003700,1440,,SIXTY-SEVENTH ST,,,1508
052 154100200,1441,,SIXTY-SEVENTH ST,,,1058
052 154100300,1439,,SIXTY-SEVENTH ST,,,3488
052 154100400,1431,,SIXTY-SEVENTH ST,,,5812
052 154100500,1429,,SIXTY-SEVENTH ST,,,2221
052 154100600,1425,,SIXTY-SEVENTH ST,,,1828
052 154100700,1423,,SIXTY-SEVENTH ST,,,1014
052 154100800,1421,,SIXTY-SEVENTH ST,,,1134
052 154100900,1417,,SIXTY-SEVENTH ST,,,2526
052 154101000,1415,,SIXTY-SEVENTH ST,,,1125
052 154101100,1411,,SIXTY-SEVENTH ST,,,974
052 154101200,1409,,SIXTY-SEVENTH ST,,,924
052 154101300,1403,,SIXTY-SEVENTH ST,,,1998
052 154101400,1402,,PRINCE ST,,,1998
052 154101501,1412,,PRINCE ST,,,1994
052 154101700,1416,,PRINCE ST,,,1360
052 154200100,3102,,CALIFORNIA ST,,,3908
052 154200200,3110,,CALIFORNIA ST,,,1941
052 154200300,3114,,CALIFORNIA ST,,,2382
052 154200400,3116,,CALIFORNIA ST,,,1912
052 154200500,3118,,CALIFORNIA ST,,,3882
052 154200600,1533,,WOOLSEY ST,,,2725
052 154200700,1529,,WOOLSEY ST,,,2955
052 154200800,1527,,WOOLSEY ST,,,2276
052 154200900,1523,,WOOLSEY ST,,,1202
052 154201000,1521,,WOOLSEY ST,,,1541
052 154201100,1517,,WOOLSEY ST,,,1165
052 154201200,1515,,WOOLSEY ST,,,4674
052 154201300,1513,,WOOLSEY ST,,,1439
052 154201400,1511,,WOOLSEY ST,,,1946
052 154201500,1501,,WOOLSEY ST,,,3680
052 154201600,3109,,SACRAMENTO ST,,,2917
052 154201700,3101,,SACRAMENTO ST,,,6414
052 154201800,1510,,PRINCE ST,,,2836
052 154201900,1512,,PRINCE ST,,,993
052 154202000,1514,,PRINCE ST,,,1922
052 154202100,1516,,PRINCE ST,,,2122
052 154202200,1522,,PRINCE ST,,,4975
052 154202300,1524,,PRINCE ST,,,1049
052 154202400,1530,,PRINCE ST,,,2477
052 154202500,1534,,PRINCE ST,,,4448
052 154202600,1540,,PRINCE ST,,,3620
052 154300100,3128,,KING ST,,,3544
052 154300200,3132,,KING ST,,,3659
052 154300300,3134,,KING ST,,,3236
052 154300400,3138,,KING ST,,,1620
052 154300500,3146,,KING ST,,,4537
052 154300600,1645,,FAIRVIEW ST,,,1716
052 154300700,1641,,FAIRVIEW ST,,,2088
052 154300800,1637,,FAIRVIEW ST,,,3672
052 154300900,1635,,FAIRVIEW ST,,,1920
052 154301000,1631,,FAIRVIEW ST,,,2644
052 154301100,1627,,FAIRVIEW ST,,,2896
052 154301200,1623,,FAIRVIEW ST,,,6060
052 154301300,1619,,FAIRVIEW ST,,,3333
052 154301400,1615,,FAIRVIEW ST,,,3228
052 154301500,1611,,FAIRVIEW ST,,,5259
052 154301600,1603,,FAIRVIEW ST,,,1744
052 154301700,3141,,CALIFORNIA ST,,,3097
052 154301800,3139,,CALIFORNIA ST,,,1097
052 154301900,1600,,WOOLSEY ST,,,3680
052 154302000,1604,,WOOLSEY ST,,,1016
052 154302100,1610,,WOOLSEY ST,,,3192
052 154302200,1614,,WOOLSEY ST,,,3315
052 154302300,1620,,WOOLSEY ST,,,3919
052 154302400,1622,,WOOLSEY ST,,,4043
052 154302500,1624,,WOOLSEY ST,,,2848
052 154302600,1628,,WOOLSEY ST,,,4680
052 154302700,1630,,WOOLSEY ST,,,2958
052 154302800,1632,,WOOLSEY ST,,,4232
052 154302900,1636,,WOOLSEY ST,,,2853
052 154400100,1548,,WOOLSEY ST,,,2352
052 154400200,3134,,CALIFORNIA ST,,,1037
052 154400300,3138,,CALIFORNIA ST,,,6852
052 154400400,3140,,CALIFORNIA ST,,,1385
052 154400500,1543,,FAIRVIEW ST,,,3651
052 154400600,1539,,FAIRVIEW ST,,,1757
052 154400700,0,,FAIRVIEW ST,,,0
052 154400800,1535,,FAIRVIEW ST,,,2587
052 154400900,1531,,FAIRVIEW ST,,,2186
052 154401000,1527,,FAIRVIEW ST,,,4314
052 154401100,1523,,FAIRVIEW ST,,,4346
052 154401200,1519,,FAIRVIEW ST,,,2311
052 154401300,1515,,FAIRVIEW ST,,,3846
052 154401403,3155,,SACRAMENTO ST,,,2217
052 154401502,3139,,SACRAMENTO ST,,,1964
052 154401601,3135,,SACRAMENTO ST,,,2386
052 154401603,3131,,SACRAMENTO ST,,,0
052 154401702,1518,,WOOLSEY ST,,,872
052 154401800,1520,,WOOLSEY ST,,,5159
052 154401900,1522,,WOOLSEY ST,,,5346
052 154402001,1524,,WOOLSEY ST,,,2256
052 154402002,1526,,WOOLSEY ST,,,1912
052 154402100,1528,,WOOLSEY ST,,,4744
052 154402200,1532,,WOOLSEY ST,,,1463
052 154500100,3100,,KING ST,,,1746
052 154500200,3104,,KING ST,,,2306
052 154500300,3108,,KING ST,,,2526
052 154500400,3110,,KING ST,,,3276
052 154500500,3118,,KING ST,,,2439
052 154500700,1637,,WOOLSEY ST,,,913
052 154500800,1635,,WOOLSEY ST,,,2636
052 154500900,1633,,WOOLSEY ST,,,2163
052 154501000,1631,,WOOLSEY ST,,,3928
052 154501101,1627,,WOOLSEY ST,,,7837
052 154501102,1625,,WOOLSEY ST,,,7837
052 154501200,1623,,WOOLSEY ST,,,1468
052 154501300,1619,,WOOLSEY ST,,,3268
052 154501400,1617,,WOOLSEY ST,,,2361
052 154501500,1611,,WOOLSEY ST,,,1312
052 154501600,1609,,WOOLSEY ST,,,2324
052 154501700,1607,,WOOLSEY ST,,,3367
052 154501800,1605,,WOOLSEY ST,,,1592
052 154501900,1601,,WOOLSEY ST,,,885
052 154502000,3129,,CALIFORNIA ST,,,1625
052 154502100,3107,,CALIFORNIA ST,,,3303
052 154502200,1608,,PRINCE ST,,,3181
052 154502300,1610,,PRINCE ST,,,3714
052 154502400,1612,,PRINCE ST,,,2069
052 154502500,1614,,PRINCE ST,,,1220
052 154502600,1616,,PRINCE ST,,,3048
052 154502700,1618,,PRINCE ST,,,3377
052 154502800,1620,,PRINCE ST,,,2144
052 154502900,1626,,PRINCE ST,,,985
052 154503000,1630,,PRINCE ST,,,1733
052 154503100,1632,,PRINCE ST,,,4712
052 154503200,1638,,PRINCE ST,,,1575
052 154503300,1644,,PRINCE ST,,,5035
052 154503400,1646,,PRINCE ST,,,6765
052 154503600,1639,,WOOLSEY ST,,,760
052 154503700,1647,,WOOLSEY ST,,,1629
052 154503800,1639,,WOOLSEY ST,COM,,0
052 154600100,3103,,KING ST,,,1105
052 154600200,1724,,PRINCE ST,,,2020
052 154600300,1726,,PRINCE ST,,,1200
052 154600400,1730,,PRINCE ST,,,1781
052 154600500,3100,,ELLIS ST,,,1627
052 154600600,3104,,ELLIS ST,,,1816
052 154600700,3110,,ELLIS ST,,,1729
052 154600900,3114,,ELLIS ST,,,2987
052 154601100,3120,,ELLIS ST,,,2704
052 154601200,1711,,WOOLSEY ST,,,1274
052 154601300,1709,,WOOLSEY ST,,,1570
052 154601400,1707,,WOOLSEY ST,,,2129
052 154601500,1703,,WOOLSEY ST,,,2385
052 154601600,3125,,KING ST,,,2579
052 154601700,3109,,KING ST,,,4502
052 154601800,3107,,KING ST,,,1607
052 154601900,3112,,ELLIS ST,U1,,2010
052 154602000,3112,,ELLIS ST,U2,,2490
052 154602100,3112,,ELLIS ST,COM,,0
052 154602300,3116,,ELLIS ST,A,,1305
052 154602400,3116,,ELLIS ST,B,,1250
052 154602500,3116,,ELLIS ST,C,,525
052 154602600,3116,,ELLIS ST,COM,,0
052 154700101,3131,,KING ST,,,3853
052 154700102,1704,,WOOLSEY ST,,,4649
052 154700103,1710,,WOOLSEY ST,,,2666
052 154700200,1716,,WOOLSEY ST,,,2057
052 154700300,3130,,ELLIS ST,,,1486
052 154700400,3132,,ELLIS ST,,,1482
052 154700500,3134,,ELLIS ST,,,1701
052 154700600,3136,,ELLIS ST,,,1944
052 154700700,3138,,ELLIS ST,,,4635
052 154700800,3140,,ELLIS ST,,,8682
052 154700900,1707,,FAIRVIEW ST,,,1410
052 154701000,1705,,FAIRVIEW ST,,,1824
052 154701100,1701,,FAIRVIEW ST,,,1464
052 154701200,3139,,KING ST,,,2706
052 154701300,3135,,KING ST,,,1748
052 154800100,3129,,ELLIS ST,,,1421
052 154800200,1808,,WOOLSEY ST,,,1590
052 154800300,1812,,WOOLSEY ST,,,2276
052 154800400,1814,,WOOLSEY ST,,,2223
052 154800500,1816,,WOOLSEY ST,,,1779
052 154800600,1818,,WOOLSEY ST,,,2149
052 154800700,1820,,WOOLSEY ST,,,2058
052 154800800,1822,,WOOLSEY ST,,,3554
052 154800900,3128,,HARPER ST,,,1866
052 154801000,3132,,HARPER ST,,,1492
052 154801100,1823,,FAIRVIEW ST,,,1512
052 154801200,1821,,FAIRVIEW ST,,,2843
052 154801300,1817,,FAIRVIEW ST,,,3031
052 154801400,1815,,FAIRVIEW ST,,,3392
052 154801500,1809,,FAIRVIEW ST,,,3677
052 154801600,1801,,FAIRVIEW ST,,,4344
052 154801700,3143,,ELLIS ST,,,2118
052 154801800,3139,,ELLIS ST,,,2786
052 154801900,3131,,ELLIS ST,,,1512
052 154900100,1800,,PRINCE ST,,,2248
052 154900200,1806,,PRINCE ST,,,1458
052 154900300,1808,,PRINCE ST,,,2648
052 154900400,1810,,PRINCE ST,,,1687
052 154900500,1812,,PRINCE ST,,,1303
052 154900600,1818,,PRINCE ST,,,1739
